timestamp,PLN_USD,USD_PLN,PLN_EUR,EUR_PLN,PLN_GBP,GBP_PLN,USD_EUR,EUR_USD,USD_GBP,GBP_USD,EUR_GBP,GBP_EUR
2025-01-01 09:03:10,0.25124,3.8943,0.23132,4.2433,0.19477,5.0202,0.90081,1.0661,0.7585,1.26129,0.82648,1.16125
2025-01-01 09:03:12,0.24661,3.9766,0.22962,4.2646,0.19421,5.0519,0.91309,1.05169,0.77231,1.24584,0.82824,1.16
2025-01-01 09:03:14,0.24691,3.9592,0.22903,4.2882,0.19502,5.0227,0.90676,1.05881,0.7721,1.24017,0.83627,1.15033
2025-01-01 09:03:16,0.25587,3.8252,0.23037,4.2516,0.19427,5.06,0.88122,1.08787,0.7431,1.29471,0.82594,1.16568
2025-01-01 09:03:18,0.25757,3.8059,0.23199,4.2247,0.19579,5.013,0.88292,1.08814,0.74514,1.29118,0.82714,1.16295
2025-01-01 09:03:20,0.25253,3.8812,0.23135,4.2385,0.19704,4.9726,0.89791,1.07033,0.76475,1.25571,0.83516,1.1504
2025-01-01 09:03:22,0.24385,4.0106,0.2324,4.2269,0.19156,5.111,0.93205,1.03072,0.76827,1.24631,0.8097,1.18778
2025-01-01 09:03:24,0.24595,3.9926,0.23264,4.2178,0.19241,5.093,0.92886,1.03736,0.76822,1.25261,0.81155,1.18486
2025-01-01 09:03:26,0.25691,3.8134,0.23162,4.2397,0.19557,5.0109,0.88326,1.08923,0.7458,1.28735,0.82917,1.16063
2025-01-01 09:03:28,0.25595,3.8357,0.23074,4.2423,0.19449,5.0394,0.88505,1.08582,0.746,1.28984,0.82508,1.16279
2025-01-01 09:03:30,0.25065,3.9099,0.23093,4.2488,0.19678,4.9739,0.9029,1.06497,0.76941,1.24672,0.8361,1.1486
2025-01-01 09:03:32,0.24941,3.9406,0.22914,4.2807,0.19647,4.9903,0.90294,1.06767,0.7742,1.24465,0.84102,1.14346
2025-01-01 09:03:34,0.24503,3.9986,0.22516,4.3379,0.193,5.0837,0.90034,1.06292,0.77174,1.24567,0.83722,1.14467
2025-01-01 09:03:36,0.25158,3.8948,0.22921,4.2772,0.19268,5.0979,0.89273,1.07605,0.75044,1.28252,0.82412,1.16849
2025-01-01 09:03:38,0.24823,3.9436,0.2306,4.256,0.19783,4.9598,0.9094,1.05645,0.78017,1.23115,0.84197,1.14373
2025-01-01 09:03:40,0.24022,4.0633,0.23178,4.2208,0.19199,5.0955,0.94178,1.01391,0.78013,1.22403,0.81037,1.18102
2025-01-01 09:03:42,0.25743,3.8186,0.23151,4.2303,0.19539,5.0314,0.88404,1.08899,0.74613,1.29522,0.82657,1.16481
2025-01-01 09:03:44,0.25249,3.8824,0.23236,4.228,0.19791,4.9556,0.90213,1.06754,0.76838,1.25126,0.83678,1.1515
2025-01-01 09:03:46,0.25593,3.8211,0.22997,4.2601,0.19369,5.0544,0.87874,1.09029,0.74009,1.29358,0.82512,1.16236
2025-01-01 09:03:48,0.24866,3.9317,0.22891,4.2779,0.19603,5.0154,0.90001,1.06373,0.77074,1.24712,0.83861,1.14808
2025-01-01 09:03:50,0.24488,3.9999,0.2279,4.3071,0.19505,5.0241,0.91158,1.05473,0.78018,1.23031,0.8401,1.14499
2025-01-01 09:03:52,0.24839,3.9491,0.22889,4.2971,0.19518,5.0218,0.90389,1.06734,0.77077,1.24734,0.83869,1.14942
2025-01-01 09:03:54,0.25233,3.885,0.23038,4.2627,0.19705,4.9683,0.89502,1.07562,0.76555,1.25367,0.83997,1.14458
2025-01-01 09:03:56,0.24994,3.9285,0.23137,4.242,0.1956,5.007,0.90895,1.06023,0.7684,1.25144,0.82971,1.15849
2025-01-01 09:03:58,0.24442,4.0235,0.22799,4.3077,0.19421,5.0415,0.91731,1.05289,0.7814,1.23225,0.83659,1.1494
2025-01-01 09:04:00,0.25781,3.8034,0.23202,4.2346,0.19466,5.0439,0.88248,1.0917,0.74038,1.30034,0.82432,1.17031
2025-01-01 09:04:02,0.25121,3.9047,0.23244,4.2136,0.19667,4.9907,0.90761,1.05848,0.76793,1.25369,0.82868,1.16003
2025-01-01 09:04:04,0.24459,4.0155,0.23216,4.2245,0.19182,5.1061,0.93225,1.03329,0.77027,1.24892,0.81036,1.18545
2025-01-01 09:04:06,0.24395,4.0096,0.2286,4.2833,0.19555,5.015,0.91658,1.04491,0.78409,1.22341,0.83761,1.14642
2025-01-01 09:04:08,0.25834,3.8026,0.23148,4.2261,0.19318,5.0644,0.88021,1.09179,0.7346,1.30836,0.81642,1.17229
2025-01-01 09:04:10,0.24137,4.0532,0.22626,4.3324,0.19087,5.1353,0.91708,1.04572,0.77364,1.23951,0.82694,1.16191
2025-01-01 09:04:12,0.24731,3.9598,0.22623,4.3265,0.19456,5.0304,0.89582,1.06999,0.77043,1.24407,0.84178,1.13802
2025-01-01 09:04:14,0.25265,3.8985,0.23234,4.2144,0.19829,4.9493,0.90579,1.06478,0.77304,1.25045,0.83568,1.14993
2025-01-01 09:04:16,0.24412,3.9974,0.22848,4.2921,0.19606,4.999,0.91334,1.0478,0.78371,1.22037,0.84149,1.14218
2025-01-01 09:04:18,0.25225,3.889,0.23052,4.2458,0.19691,4.9642,0.89648,1.07101,0.76578,1.25223,0.83603,1.14433
2025-01-01 09:04:20,0.24812,3.9507,0.22913,4.2785,0.19619,5.0029,0.90523,1.06158,0.7751,1.24132,0.83942,1.14632
2025-01-01 09:04:22,0.25165,3.8905,0.23198,4.2355,0.19609,5.0042,0.90252,1.06588,0.76287,1.25933,0.83052,1.16088
2025-01-01 09:04:24,0.2454,3.9901,0.22573,4.3444,0.19384,5.0602,0.90068,1.06614,0.77346,1.2418,0.84213,1.14223
2025-01-01 09:04:26,0.25105,3.8925,0.23124,4.2433,0.19441,5.0361,0.9001,1.0653,0.75674,1.26434,0.82493,1.16455
2025-01-01 09:04:28,0.25749,3.8039,0.23145,4.2441,0.19586,4.9933,0.88041,1.09283,0.74502,1.28574,0.83123,1.1557
2025-01-01 09:04:30,0.25111,3.9022,0.23003,4.2714,0.19654,4.9934,0.89764,1.0726,0.76694,1.2539,0.8395,1.14865
2025-01-01 09:04:32,0.24858,3.9398,0.23033,4.256,0.19494,5.0317,0.90745,1.05794,0.76801,1.25076,0.82965,1.15895
2025-01-01 09:04:34,0.24617,3.9875,0.23064,4.2615,0.1941,5.0478,0.91969,1.04904,0.77399,1.2426,0.82717,1.16424
2025-01-01 09:04:36,0.24476,3.9975,0.22783,4.3005,0.19453,5.0296,0.91076,1.0526,0.77763,1.23106,0.83658,1.1459
2025-01-01 09:04:38,0.25014,3.9212,0.23037,4.2583,0.196,4.9996,0.90334,1.06519,0.76855,1.25062,0.83462,1.15177
2025-01-01 09:04:40,0.24108,4.0684,0.23204,4.2294,0.19169,5.1049,0.94403,1.01962,0.77987,1.23069,0.81073,1.18454
2025-01-01 09:04:42,0.24833,3.9626,0.22891,4.2801,0.19264,5.0774,0.90706,1.06288,0.76337,1.26087,0.82454,1.16225
2025-01-01 09:04:44,0.24963,3.9345,0.22841,4.3013,0.19627,4.9972,0.89868,1.07374,0.77223,1.24746,0.84422,1.14141
2025-01-01 09:04:46,0.25204,3.8852,0.23268,4.2074,0.19747,4.9699,0.904,1.06044,0.76722,1.25262,0.83085,1.15638
2025-01-01 09:04:48,0.24636,3.9762,0.22777,4.3078,0.18962,5.1612,0.90568,1.06127,0.75398,1.27151,0.81686,1.17559
2025-01-01 09:04:50,0.24347,4.0213,0.22936,4.2748,0.19802,4.9455,0.92232,1.04081,0.79628,1.2041,0.84648,1.13429
2025-01-01 09:04:52,0.25084,3.9215,0.23083,4.2431,0.19446,5.0244,0.90522,1.06434,0.76257,1.26032,0.8251,1.15981
2025-01-01 09:04:54,0.2497,3.9123,0.23033,4.2446,0.19355,5.0563,0.90112,1.05988,0.75721,1.26256,0.82153,1.16462
2025-01-01 09:04:56,0.24643,3.9715,0.22694,4.3146,0.19466,5.039,0.9013,1.06326,0.7731,1.24178,0.83989,1.14356
2025-01-01 09:04:58,0.24669,3.9717,0.23025,4.2664,0.19827,4.9458,0.91449,1.0525,0.78746,1.2201,0.84589,1.13877
2025-01-01 09:05:00,0.25026,3.9177,0.22831,4.2958,0.19682,4.9845,0.89443,1.07508,0.77106,1.24743,0.84548,1.13799
2025-01-01 09:05:02,0.2412,4.066,0.22919,4.266,0.19216,5.1157,0.93188,1.02897,0.78132,1.23392,0.81975,1.17247
2025-01-01 09:05:04,0.24351,4.029,0.22893,4.2939,0.19555,5.0148,0.92235,1.04561,0.78788,1.22116,0.83969,1.14802
2025-01-01 09:05:06,0.2521,3.8866,0.23063,4.248,0.19316,5.077,0.89638,1.07092,0.75073,1.27991,0.82054,1.17092
2025-01-01 09:05:08,0.25127,3.8979,0.23066,4.2509,0.19419,5.045,0.89909,1.06812,0.75695,1.26765,0.8255,1.16368
2025-01-01 09:05:10,0.2411,4.0557,0.22925,4.272,0.19115,5.1324,0.92976,1.02999,0.77525,1.23744,0.81659,1.17659
2025-01-01 09:05:12,0.25106,3.9009,0.23207,4.2239,0.19904,4.9175,0.90529,1.06046,0.77644,1.23459,0.84073,1.14122
2025-01-01 09:05:14,0.25469,3.8521,0.23076,4.2503,0.19539,5.0167,0.88889,1.08249,0.75267,1.27768,0.83048,1.15763
2025-01-01 09:05:16,0.24401,4.0065,0.22472,4.3604,0.19302,5.0835,0.90036,1.06398,0.77334,1.24042,0.84165,1.14239
2025-01-01 09:05:18,0.2557,3.8263,0.23241,4.2149,0.19741,4.9487,0.88928,1.07776,0.75536,1.26539,0.83208,1.15014
2025-01-01 09:05:20,0.24356,4.0095,0.23205,4.2194,0.19215,5.0995,0.93041,1.02769,0.77044,1.24205,0.81077,1.18334
2025-01-01 09:05:22,0.25775,3.8062,0.23156,4.2395,0.19522,5.0394,0.88137,1.09271,0.74304,1.29888,0.82762,1.16693
2025-01-01 09:05:24,0.25136,3.8959,0.23303,4.2149,0.19641,4.9939,0.90786,1.05947,0.76521,1.25528,0.82786,1.16373
2025-01-01 09:05:26,0.25677,3.8176,0.23137,4.247,0.19661,4.9809,0.88327,1.09051,0.75059,1.27896,0.83502,1.15243
2025-01-01 09:05:28,0.24198,4.0607,0.23219,4.2295,0.19211,5.0949,0.94286,1.02347,0.78009,1.23289,0.81252,1.18299
2025-01-01 09:05:30,0.24139,4.0604,0.23174,4.217,0.19216,5.0966,0.94097,1.01796,0.78025,1.23029,0.81034,1.18111
2025-01-01 09:05:32,0.24959,3.9365,0.22735,4.3,0.19663,4.9921,0.89496,1.07326,0.77402,1.246,0.84549,1.13496
2025-01-01 09:05:34,0.25098,3.9022,0.23013,4.2522,0.19703,4.9678,0.89803,1.06721,0.76885,1.24681,0.83781,1.14326
2025-01-01 09:05:36,0.24464,4.005,0.22934,4.2829,0.19605,4.9944,0.91851,1.04778,0.78517,1.22184,0.83965,1.14543
2025-01-01 09:05:38,0.24353,4.0128,0.22756,4.3001,0.19436,5.0394,0.91316,1.04722,0.77994,1.22727,0.83578,1.14678
2025-01-01 09:05:40,0.24944,3.9255,0.23077,4.2485,0.19452,5.0366,0.90587,1.05974,0.7636,1.25632,0.82643,1.16227
2025-01-01 09:05:42,0.2496,3.9275,0.23063,4.2487,0.19444,5.0517,0.90579,1.06048,0.76364,1.26091,0.8261,1.16506
2025-01-01 09:05:44,0.24684,3.9732,0.22954,4.2718,0.19565,5.0113,0.912,1.05445,0.77737,1.23699,0.83579,1.15028
2025-01-01 09:05:46,0.24046,4.0699,0.22949,4.2792,0.1914,5.1293,0.93402,1.02898,0.77899,1.23339,0.81905,1.17715
2025-01-01 09:05:48,0.24704,3.9803,0.22647,4.3268,0.19321,5.0769,0.90142,1.06887,0.76902,1.25417,0.83597,1.14976
2025-01-01 09:05:50,0.24534,3.9956,0.22806,4.3011,0.19291,5.0856,0.91124,1.05523,0.77079,1.24769,0.82972,1.15982
2025-01-01 09:05:52,0.25248,3.8801,0.23336,4.2097,0.1968,4.9892,0.90544,1.06287,0.76359,1.25968,0.82845,1.16426
2025-01-01 09:05:54,0.24792,3.9571,0.22884,4.2764,0.19625,4.9983,0.90556,1.06019,0.77659,1.23917,0.83925,1.14383
2025-01-01 09:05:56,0.24318,4.0281,0.2301,4.2494,0.19182,5.1122,0.92685,1.03336,0.77269,1.24318,0.81514,1.1763
2025-01-01 09:05:58,0.249,3.9297,0.23094,4.2377,0.19476,5.0452,0.90753,1.0552,0.76535,1.25627,0.82534,1.16515
2025-01-01 09:06:00,0.24922,3.9238,0.23094,4.2421,0.19437,5.0289,0.90615,1.05722,0.76269,1.25331,0.82456,1.16136
2025-01-01 09:06:02,0.2494,3.9298,0.22815,4.3008,0.19628,4.9998,0.8966,1.07263,0.77134,1.24696,0.84415,1.14073
2025-01-01 09:06:04,0.24504,4.0024,0.2253,4.3434,0.19388,5.0615,0.90173,1.0643,0.77599,1.24026,0.8421,1.14034
2025-01-01 09:06:06,0.24853,3.9576,0.22849,4.2941,0.19504,5.024,0.90426,1.06723,0.77188,1.24863,0.83751,1.14792
2025-01-01 09:06:08,0.25141,3.8868,0.23292,4.2045,0.19674,4.9741,0.9053,1.05704,0.76468,1.25053,0.82719,1.15855
2025-01-01 09:06:10,0.24093,4.0605,0.2268,4.3142,0.1937,5.0535,0.92094,1.03944,0.78654,1.21756,0.83568,1.14615
2025-01-01 09:06:12,0.24907,3.9351,0.23013,4.2596,0.19157,5.1217,0.90558,1.06092,0.75384,1.27564,0.816,1.17865
2025-01-01 09:06:14,0.25216,3.8799,0.22809,4.301,0.19866,4.9476,0.88495,1.08455,0.7708,1.2476,0.85446,1.12848
2025-01-01 09:06:16,0.24745,3.9493,0.22722,4.3007,0.19204,5.1006,0.89736,1.06419,0.75843,1.26212,0.82591,1.15896
2025-01-01 09:06:18,0.24708,3.9783,0.22936,4.2783,0.1954,5.0118,0.91245,1.0571,0.77736,1.23834,0.83598,1.1495
