timestamp,USD_bid,USD_ask,EUR_bid,EUR_ask,GBP_bid,GBP_ask
2025-01-01 09:04:00,3.8034,3.8789,4.2346,4.3099,5.0439,5.1371
2025-01-01 09:04:02,3.9047,3.9808,4.2136,4.3022,4.9907,5.0847
2025-01-01 09:04:04,4.0155,4.0884,4.2245,4.3073,5.1061,5.2131
2025-01-01 09:04:06,4.0096,4.0992,4.2833,4.3745,5.015,5.1137
2025-01-01 09:04:08,3.8026,3.8708,4.2261,4.3201,5.0644,5.1764
2025-01-01 09:04:10,4.0532,4.143,4.3324,4.4197,5.1353,5.2391
2025-01-01 09:04:12,3.9598,4.0435,4.3265,4.4203,5.0304,5.1397
2025-01-01 09:04:14,3.8985,3.958,4.2144,4.304,4.9493,5.0431
2025-01-01 09:04:16,3.9974,4.0963,4.2921,4.3767,4.999,5.1006
2025-01-01 09:04:18,3.889,3.9643,4.2458,4.3381,4.9642,5.0785
2025-01-01 09:04:20,3.9507,4.0303,4.2785,4.3643,5.0029,5.097
2025-01-01 09:04:22,3.8905,3.9737,4.2355,4.3107,5.0042,5.0998
2025-01-01 09:04:24,3.9901,4.0749,4.3444,4.4301,5.0602,5.1588
2025-01-01 09:04:26,3.8925,3.9832,4.2433,4.3245,5.0361,5.1438
2025-01-01 09:04:28,3.8039,3.8836,4.2441,4.3206,4.9933,5.1058
2025-01-01 09:04:30,3.9022,3.9823,4.2714,4.3472,4.9934,5.088
2025-01-01 09:04:32,3.9398,4.0229,4.256,4.3416,5.0317,5.1299
2025-01-01 09:04:34,3.9875,4.0623,4.2615,4.3357,5.0478,5.1519
2025-01-01 09:04:36,3.9975,4.0856,4.3005,4.3892,5.0296,5.1406
2025-01-01 09:04:38,3.9212,3.9977,4.2583,4.3408,4.9996,5.1021
2025-01-01 09:04:40,4.0684,4.148,4.2294,4.3096,5.1049,5.2168
2025-01-01 09:04:42,3.9626,4.0269,4.2801,4.3686,5.0774,5.1909
2025-01-01 09:04:44,3.9345,4.0059,4.3013,4.3781,4.9972,5.095
2025-01-01 09:04:46,3.8852,3.9676,4.2074,4.2978,4.9699,5.064
2025-01-01 09:04:48,3.9762,4.0591,4.3078,4.3903,5.1612,5.2736
2025-01-01 09:04:50,4.0213,4.1072,4.2748,4.36,4.9455,5.0501
2025-01-01 09:04:52,3.9215,3.9866,4.2431,4.3321,5.0244,5.1425
2025-01-01 09:04:54,3.9123,4.0048,4.2446,4.3416,5.0563,5.1667
2025-01-01 09:04:56,3.9715,4.0579,4.3146,4.4064,5.039,5.1371
2025-01-01 09:04:58,3.9717,4.0536,4.2664,4.3431,4.9458,5.0437
2025-01-01 09:05:00,3.9177,3.9958,4.2958,4.3801,4.9845,5.0809
2025-01-01 09:05:02,4.066,4.1459,4.266,4.3632,5.1157,5.204
2025-01-01 09:05:04,4.029,4.1066,4.2939,4.3682,5.0148,5.1137
2025-01-01 09:05:06,3.8866,3.9667,4.248,4.3359,5.077,5.1771
2025-01-01 09:05:08,3.8979,3.9798,4.2509,4.3354,5.045,5.1495
2025-01-01 09:05:10,4.0557,4.1476,4.272,4.3621,5.1324,5.2315
2025-01-01 09:05:12,3.9009,3.9831,4.2239,4.309,4.9175,5.0241
2025-01-01 09:05:14,3.8521,3.9264,4.2503,4.3336,5.0167,5.1179
2025-01-01 09:05:16,4.0065,4.0982,4.3604,4.4499,5.0835,5.1808
2025-01-01 09:05:18,3.8263,3.9108,4.2149,4.3027,4.9487,5.0655
2025-01-01 09:05:20,4.0095,4.1057,4.2194,4.3094,5.0995,5.2042
2025-01-01 09:05:22,3.8062,3.8798,4.2395,4.3185,5.0394,5.1225
2025-01-01 09:05:24,3.8959,3.9783,4.2149,4.2913,4.9939,5.0913
2025-01-01 09:05:26,3.8176,3.8945,4.247,4.3221,4.9809,5.0861
2025-01-01 09:05:28,4.0607,4.1325,4.2295,4.3068,5.0949,5.2054
2025-01-01 09:05:30,4.0604,4.1426,4.217,4.3151,5.0966,5.204
2025-01-01 09:05:32,3.9365,4.0065,4.3,4.3985,4.9921,5.0858
2025-01-01 09:05:34,3.9022,3.9844,4.2522,4.3453,4.9678,5.0754
2025-01-01 09:05:36,4.005,4.0876,4.2829,4.3603,4.9944,5.1008
2025-01-01 09:05:38,4.0128,4.1062,4.3001,4.3944,5.0394,5.145
2025-01-01 09:05:40,3.9255,4.009,4.2485,4.3334,5.0366,5.1408
2025-01-01 09:05:42,3.9275,4.0064,4.2487,4.336,5.0517,5.1431
2025-01-01 09:05:44,3.9732,4.0512,4.2718,4.3566,5.0113,5.1111
2025-01-01 09:05:46,4.0699,4.1587,4.2792,4.3574,5.1293,5.2246
2025-01-01 09:05:48,3.9803,4.048,4.3268,4.4156,5.0769,5.1758
2025-01-01 09:05:50,3.9956,4.076,4.3011,4.3848,5.0856,5.1838
2025-01-01 09:05:52,3.8801,3.9607,4.2097,4.2853,4.9892,5.0814
2025-01-01 09:05:54,3.9571,4.0336,4.2764,4.3698,4.9983,5.0955
2025-01-01 09:05:56,4.0281,4.1122,4.2494,4.346,5.1122,5.2131
2025-01-01 09:05:58,3.9297,4.016,4.2377,4.3301,5.0452,5.1345
2025-01-01 09:06:00,3.9238,4.0125,4.2421,4.3302,5.0289,5.1447
2025-01-01 09:06:02,3.9298,4.0096,4.3008,4.383,4.9998,5.0948
2025-01-01 09:06:04,4.0024,4.081,4.3434,4.4386,5.0615,5.1578
2025-01-01 09:06:06,3.9576,4.0236,4.2941,4.3766,5.024,5.1272
2025-01-01 09:06:08,3.8868,3.9776,4.2045,4.2934,4.9741,5.0829
2025-01-01 09:06:10,4.0605,4.1505,4.3142,4.4091,5.0535,5.1625
2025-01-01 09:06:12,3.9351,4.015,4.2596,4.3454,5.1217,5.2201
2025-01-01 09:06:14,3.8799,3.9657,4.301,4.3843,4.9476,5.0336
2025-01-01 09:06:16,3.9493,4.0413,4.3007,4.401,5.1006,5.2072
2025-01-01 09:06:18,3.9783,4.0472,4.2783,4.36,5.0118,5.1177
2025-01-01 09:06:20,4.0162,4.0853,4.2926,4.3786,5.0572,5.165
2025-01-01 09:06:22,3.9698,4.0507,4.3144,4.4041,5.0303,5.1343
2025-01-01 09:06:24,3.8795,3.9669,4.2109,4.2943,4.93,5.0308
2025-01-01 09:06:26,3.9302,4.0151,4.2845,4.3548,5.0056,5.0951
2025-01-01 09:06:28,3.952,4.0208,4.2688,4.363,4.9763,5.0783
2025-01-01 09:06:30,3.892,3.9665,4.2164,4.3071,5.0024,5.0924
2025-01-01 09:06:32,3.9544,4.0348,4.3151,4.4031,5.1515,5.2523
2025-01-01 09:06:34,3.973,4.0652,4.2874,4.3542,5.0424,5.1456
2025-01-01 09:06:36,3.9815,4.064,4.3153,4.3973,5.0445,5.1453
2025-01-01 09:06:38,3.887,3.9678,4.2143,4.2872,4.9367,5.0352
2025-01-01 09:06:40,3.944,4.0088,4.2978,4.3942,4.9863,5.0924
2025-01-01 09:06:42,4.016,4.0943,4.2299,4.3054,5.1115,5.217
2025-01-01 09:06:44,3.8932,3.9763,4.2228,4.31,4.9952,5.1044
2025-01-01 09:06:46,3.8892,3.9774,4.2234,4.3033,4.9849,5.1012
2025-01-01 09:06:48,4.0068,4.0926,4.3578,4.4508,5.0834,5.1892
2025-01-01 09:06:50,3.7678,3.8523,4.2164,4.3065,5.0548,5.1538
2025-01-01 09:06:52,3.8244,3.9058,4.2396,4.3224,5.0258,5.117
2025-01-01 09:06:54,3.966,4.0511,4.2959,4.3888,5.1652,5.2554
2025-01-01 09:06:56,4.0682,4.1503,4.2332,4.3128,5.0935,5.186
2025-01-01 09:06:58,4.0388,4.1304,4.2691,4.3421,5.1238,5.2241
2025-01-01 09:07:00,3.7982,3.8806,4.2249,4.3162,5.0663,5.1626
2025-01-01 09:07:02,3.9118,3.9965,4.2525,4.3356,5.0441,5.1495
2025-01-01 09:07:04,3.8909,3.9745,4.251,4.3377,5.1017,5.2007
2025-01-01 09:07:06,3.8272,3.8979,4.2363,4.3182,5.0297,5.1386
2025-01-01 09:07:08,3.9534,4.0351,4.2869,4.3761,5.0825,5.1751
2025-01-01 09:07:10,3.9436,4.0228,4.2782,4.3596,4.9732,5.0767
2025-01-01 09:07:12,4.0269,4.1109,4.3656,4.4526,5.0898,5.1868
2025-01-01 09:07:14,3.9883,4.0711,4.3208,4.4228,5.0755,5.1746
2025-01-01 09:07:16,3.9099,3.9849,4.2659,4.3445,4.9896,5.0888
2025-01-01 09:07:18,3.9795,4.0717,4.2849,4.3751,5.0759,5.1811
2025-01-01 09:07:20,3.8927,3.9812,4.231,4.3052,4.9213,5.0204
2025-01-01 09:07:22,3.8086,3.8787,4.2233,4.3098,4.9565,5.0544
2025-01-01 09:07:24,3.945,4.0306,4.2608,4.3501,5.0249,5.1267
2025-01-01 09:07:26,3.9215,3.9915,4.2728,4.3504,4.9874,5.0708
2025-01-01 09:07:28,4.0125,4.1029,4.2242,4.311,5.1054,5.2163
2025-01-01 09:07:30,3.938,4.0156,4.2551,4.347,5.0142,5.117
2025-01-01 09:07:32,4.0124,4.1015,4.3227,4.4008,5.172,5.2804
2025-01-01 09:07:34,3.9234,4.0065,4.2346,4.3256,4.9409,5.045
2025-01-01 09:07:36,4.0704,4.1606,4.2861,4.3667,5.1344,5.2365
2025-01-01 09:07:38,3.9354,4.0204,4.2858,4.362,5.0016,5.1148
2025-01-01 09:07:40,3.9259,4.0164,4.2519,4.3351,5.0486,5.1465
2025-01-01 09:07:42,4.0151,4.1074,4.3126,4.3974,5.1751,5.2757
2025-01-01 09:07:44,3.8474,3.9342,4.2561,4.3432,5.1045,5.2075
2025-01-01 09:07:46,4.0047,4.0891,4.2888,4.3681,5.0181,5.1149
2025-01-01 09:07:48,3.8475,3.9242,4.2363,4.3252,5.0224,5.1234
2025-01-01 09:07:50,3.9678,4.047,4.3161,4.402,5.0414,5.1413
2025-01-01 09:07:52,3.9847,4.0588,4.3325,4.4254,5.0798,5.1811
2025-01-01 09:07:54,3.9717,4.0542,4.3058,4.3931,5.1633,5.2714
2025-01-01 09:07:56,3.971,4.0434,4.2695,4.3524,4.9479,5.0403
2025-01-01 09:07:58,3.8661,3.951,4.2152,4.2958,5.029,5.1284
2025-01-01 09:08:00,3.8978,3.9776,4.2762,4.3533,5.1087,5.2005
2025-01-01 09:08:02,3.8908,3.9664,4.2445,4.3377,5.0757,5.1788
2025-01-01 09:08:04,4.0076,4.0825,4.318,4.4082,5.0815,5.1806
2025-01-01 09:08:06,3.9337,4.0147,4.2821,4.3654,5.0059,5.108
2025-01-01 09:08:08,3.8064,3.8743,4.2234,4.3088,5.0144,5.1093
2025-01-01 09:08:10,3.9499,4.026,4.2439,4.3403,4.9581,5.0479
2025-01-01 09:08:12,3.981,4.0579,4.2861,4.3618,5.0182,5.1188
2025-01-01 09:08:14,3.9822,4.0601,4.2276,4.3239,4.9575,5.0503
2025-01-01 09:08:16,3.9017,3.982,4.2395,4.3209,5.0335,5.1477
2025-01-01 09:08:18,3.8797,3.951,4.2509,4.3355,4.9676,5.0689
2025-01-01 09:08:20,3.8852,3.9744,4.249,4.3302,4.9815,5.0819
2025-01-01 09:08:22,4.0045,4.0735,4.2969,4.3888,5.0375,5.1433
2025-01-01 09:08:24,3.8771,3.9635,4.2101,4.2965,4.9199,5.0257
2025-01-01 09:08:26,3.8257,3.9103,4.2352,4.3131,5.0175,5.1165
2025-01-01 09:08:28,4.013,4.099,4.2155,4.3029,5.1227,5.2142
2025-01-01 09:08:30,3.9046,3.9785,4.249,4.3403,4.9764,5.0736
2025-01-01 09:08:32,3.9552,4.0378,4.2522,4.3331,5.0134,5.1187
2025-01-01 09:08:34,3.9371,4.0188,4.2872,4.3722,5.0074,5.1054
2025-01-01 09:08:36,3.9657,4.0496,4.2599,4.3573,4.9457,5.0515
2025-01-01 09:08:38,3.9906,4.0712,4.2774,4.3717,5.057,5.1577
2025-01-01 09:08:40,4.1305,4.2072,4.2919,4.3861,5.1642,5.2756
2025-01-01 09:08:42,3.9233,3.9987,4.2522,4.3298,5.0215,5.1218
2025-01-01 09:08:44,4.0299,4.1066,4.247,4.3326,5.1239,5.2138
2025-01-01 09:08:46,3.7902,3.8637,4.2311,4.3166,5.0808,5.1753
2025-01-01 09:08:48,3.9422,4.0391,4.2489,4.3355,4.9702,5.0741
2025-01-01 09:08:50,4.0088,4.0995,4.2217,4.3125,5.1125,5.2205
2025-01-01 09:08:52,3.9341,4.0196,4.2742,4.3578,4.9973,5.1032
2025-01-01 09:08:54,3.9011,3.9832,4.2501,4.3344,4.9753,5.0711
2025-01-01 09:08:56,3.9315,4.0125,4.2459,4.3351,5.0257,5.1325
2025-01-01 09:08:58,4.0345,4.1144,4.3223,4.4015,5.1071,5.1988
2025-01-01 09:09:00,3.9337,4.0108,4.3233,4.4013,5.0164,5.1309
2025-01-01 09:09:02,3.9539,4.0322,4.2786,4.3605,5.1276,5.2292
2025-01-01 09:09:04,3.9907,4.0727,4.3083,4.3891,5.1678,5.2788
2025-01-01 09:09:06,3.8539,3.9355,4.2168,4.2889,5.0174,5.1168
2025-01-01 09:09:08,3.9322,4.0194,4.3177,4.408,4.9699,5.0732
2025-01-01 09:09:10,3.9522,4.0286,4.2672,4.3515,4.9873,5.0974
2025-01-01 09:09:12,3.9115,3.989,4.2271,4.3182,4.9198,5.0254
2025-01-01 09:09:14,4.0257,4.1135,4.3087,4.3963,5.1676,5.2773
2025-01-01 09:09:16,3.9157,3.9929,4.2488,4.3338,5.0324,5.129
2025-01-01 09:09:18,3.905,3.9764,4.2556,4.3398,4.9746,5.0719
2025-01-01 09:09:20,3.8661,3.946,4.2158,4.2948,5.0043,5.1051
2025-01-01 09:09:22,4.0719,4.1622,4.2301,4.3157,5.102,5.2019
2025-01-01 09:09:24,3.9746,4.0505,4.3161,4.4041,5.0428,5.1394
2025-01-01 09:09:26,3.9572,4.0284,4.2791,4.3593,5.1356,5.2218
2025-01-01 09:09:28,3.9479,4.0278,4.2729,4.3626,5.0004,5.1078
2025-01-01 09:09:30,3.9161,3.9927,4.2597,4.3451,4.9754,5.082
2025-01-01 09:09:32,3.8957,3.976,4.2248,4.3089,4.93,5.0231
2025-01-01 09:09:34,3.895,3.9849,4.2312,4.3306,4.9779,5.0805
2025-01-01 09:09:36,3.8968,3.9728,4.2474,4.3316,4.9908,5.098
2025-01-01 09:09:38,3.9283,4.0011,4.2561,4.3341,5.0466,5.1372
2025-01-01 09:09:40,3.9215,4.0076,4.2427,4.3214,4.9452,5.0447
2025-01-01 09:09:42,3.8944,3.9634,4.2561,4.3259,5.0773,5.1868
2025-01-01 09:09:44,4.066,4.1514,4.2284,4.3148,5.0941,5.1987
2025-01-01 09:09:46,3.9175,4.0083,4.3117,4.403,5.0228,5.1259
2025-01-01 09:09:48,3.9133,3.9899,4.277,4.3643,4.9816,5.0864
2025-01-01 09:09:50,3.8865,3.9526,4.2452,4.3182,4.9792,5.0776
2025-01-01 09:09:52,3.9671,4.0457,4.2696,4.363,5.0122,5.1186
2025-01-01 09:09:54,3.9998,4.0906,4.2786,4.3761,5.0017,5.1015
2025-01-01 09:09:56,3.9555,4.0319,4.3073,4.396,4.9887,5.0834
2025-01-01 09:09:58,3.8963,3.9653,4.2634,4.3455,5.0854,5.1967
2025-01-01 09:10:00,3.9042,3.9871,4.2336,4.3202,4.9775,5.0775
2025-01-01 09:10:02,4.0532,4.1278,4.2203,4.2979,5.0937,5.1893
2025-01-01 09:10:04,3.924,4.0091,4.2617,4.3552,5.1157,5.228
2025-01-01 09:10:06,4.0051,4.0947,4.2793,4.3613,5.0765,5.1619
2025-01-01 09:10:08,3.9109,3.9854,4.2413,4.3451,5.0012,5.0991
2025-01-01 09:10:10,3.8999,3.9825,4.2436,4.324,5.0376,5.1331
2025-01-01 09:10:12,4.0361,4.1097,4.2543,4.3456,5.121,5.2175
2025-01-01 09:10:14,3.8516,3.9176,4.2522,4.3272,5.0275,5.1217
2025-01-01 09:10:16,3.8028,3.8688,4.2388,4.3196,5.0375,5.147
2025-01-01 09:10:18,4.0314,4.106,4.3198,4.4141,5.1102,5.2113
2025-01-01 09:10:20,3.8898,3.9682,4.2259,4.3018,5.0032,5.1053
2025-01-01 09:10:22,3.9269,4.0015,4.2478,4.3324,5.0438,5.1429
2025-01-01 09:10:24,3.8857,3.9683,4.2663,4.3471,5.0895,5.1881
2025-01-01 09:10:26,3.9437,4.028,4.2754,4.3541,5.1247,5.2288
2025-01-01 09:10:28,3.8756,3.9686,4.2679,4.349,5.0849,5.1896
2025-01-01 09:10:30,3.9265,4.0066,4.2388,4.3283,4.9457,5.0419
2025-01-01 09:10:32,3.8969,3.9752,4.2715,4.3596,5.0997,5.2077
2025-01-01 09:10:34,3.9896,4.0692,4.2732,4.3527,5.0407,5.1325
2025-01-01 09:10:36,3.9961,4.071,4.2854,4.3754,5.0573,5.1653
2025-01-01 09:10:38,3.8804,3.9787,4.2288,4.3143,4.934,5.0226
2025-01-01 09:10:40,3.9538,4.0519,4.3324,4.42,5.0584,5.1677
2025-01-01 09:10:42,3.897,3.9754,4.2705,4.3572,5.1011,5.202
2025-01-01 09:10:44,3.9132,3.9938,4.3025,4.3856,4.9916,5.0888
2025-01-01 09:10:46,3.9451,4.0168,4.3061,4.3951,4.9897,5.0842
2025-01-01 09:10:48,3.8772,3.9547,4.2041,4.2954,4.9176,5.0189
2025-01-01 09:10:50,3.7993,3.87,4.2312,4.3199,5.0304,5.1313
2025-01-01 09:10:52,3.903,3.9853,4.2534,4.3411,4.9811,5.0827
2025-01-01 09:10:54,3.822,3.9015,4.229,4.3164,5.0208,5.1321
